Date,Price
9/17/2019,30
9/18/2019,30
9/19/2019,30
9/20/2019,30
9/21/2019,30
9/22/2019,30
9/23/2019,30
9/24/2019,30
9/25/2019,30
9/26/2019,30
9/27/2019,30
9/28/2019,30
9/29/2019,30
9/30/2019,30
10/1/2019,30
10/2/2019,30
10/3/2019,30
10/4/2019,30
10/5/2019,30
10/6/2019,35
10/7/2019,35
10/8/2019,35
10/9/2019,35
10/10/2019,35
10/11/2019,35
10/12/2019,30
10/13/2019,30
10/14/2019,30
10/15/2019,30
10/16/2019,30
10/17/2019,30
10/18/2019,30
10/19/2019,35
10/20/2019,35
10/21/2019,35
10/22/2019,30
10/23/2019,30
10/24/2019,30
10/25/2019,30
10/26/2019,30
10/27/2019,30
10/28/2019,30
10/29/2019,30
10/30/2019,30
10/31/2019,30
11/1/2019,30
11/2/2019,30
11/3/2019,30
11/4/2019,30
11/5/2019,30
11/6/2019,30
11/7/2019,30
11/8/2019,30
11/9/2019,30
11/10/2019,30
11/11/2019,30
11/12/2019,30
11/13/2019,30
11/14/2019,30
11/15/2019,30
11/16/2019,30
11/17/2019,30
11/18/2019,30
11/19/2019,20
11/20/2019,20
11/21/2019,20
11/22/2019,20
11/23/2019,30
11/24/2019,30
11/25/2019,30
11/26/2019,30
11/27/2019,30
11/28/2019,30
11/29/2019,30
11/30/2019,30
12/1/2019,30
12/2/2019,30
12/3/2019,30
12/4/2019,30
12/5/2019,30
12/6/2019,25
12/7/2019,25
12/8/2019,25
12/9/2019,25
12/10/2019,25
12/11/2019,25
12/12/2019,25
12/13/2019,25
12/14/2019,25
12/15/2019,30
12/16/2019,30
12/17/2019,30
12/18/2019,30
12/19/2019,30
12/20/2019,30
12/21/2019,30
12/22/2019,30
12/23/2019,30
12/24/2019,30
12/25/2019,30
12/26/2019,30
12/27/2019,30
12/28/2019,30
12/29/2019,30
12/30/2019,30
12/31/2019,30
1/1/2020,30
1/2/2020,30
1/3/2020,30
1/4/2020,30
1/5/2020,30
1/6/2020,35
1/7/2020,35
1/8/2020,35
1/9/2020,25
1/10/2020,25
1/11/2020,25
1/12/2020,25
1/13/2020,25
1/14/2020,25
1/15/2020,25
1/16/2020,25
1/17/2020,25
1/18/2020,25
1/19/2020,25
1/20/2020,25
1/21/2020,25
1/22/2020,25
1/23/2020,25
1/24/2020,25
1/25/2020,25
1/26/2020,25
1/27/2020,25
1/28/2020,25
1/29/2020,25
1/30/2020,25
1/31/2020,35
2/1/2020,35
2/2/2020,35
2/3/2020,35
2/4/2020,35
2/5/2020,20
2/6/2020,20
2/7/2020,20
2/8/2020,20
2/9/2020,20
2/10/2020,20
2/11/2020,20
2/12/2020,20
2/13/2020,35
2/14/2020,35
2/15/2020,30
2/16/2020,30
2/17/2020,30
2/18/2020,30
2/19/2020,30
2/20/2020,30
2/21/2020,30
2/22/2020,30
2/23/2020,30
2/24/2020,30
2/25/2020,30
2/26/2020,30
2/27/2020,30
2/28/2020,30
2/29/2020,30
3/1/2020,35
3/2/2020,35
3/3/2020,35
3/4/2020,35
3/5/2020,35
3/6/2020,35
3/7/2020,35
3/8/2020,35
3/9/2020,35
3/10/2020,35
3/11/2020,35
3/12/2020,35
3/13/2020,35
3/14/2020,35
3/15/2020,35
3/16/2020,35
3/17/2020,35
3/18/2020,35
3/19/2020,35
3/20/2020,35
3/21/2020,35
3/22/2020,35
3/23/2020,35
3/24/2020,35
3/25/2020,35
3/26/2020,35
3/27/2020,35
3/28/2020,35
3/29/2020,35
3/30/2020,35
3/31/2020,30
4/1/2020,25
4/2/2020,25
4/3/2020,25
4/4/2020,25
4/5/2020,25
4/6/2020,25
4/7/2020,25
4/8/2020,25
4/9/2020,25
4/10/2020,25
4/11/2020,25
4/12/2020,25
4/13/2020,25
4/14/2020,25
4/15/2020,25
4/16/2020,25
4/17/2020,25
4/18/2020,25
4/19/2020,25
4/20/2020,30
4/21/2020,30
4/22/2020,30
4/23/2020,30
4/24/2020,30
4/25/2020,30
4/26/2020,30
4/27/2020,30
4/28/2020,30
4/29/2020,30
4/30/2020,30
5/1/2020,30
5/2/2020,35
5/3/2020,35
5/4/2020,35
5/5/2020,35
5/6/2020,35
5/7/2020,35
5/8/2020,35
5/9/2020,35
5/10/2020,35
5/11/2020,35
5/12/2020,35
5/13/2020,35
5/14/2020,35
5/15/2020,35
5/16/2020,35
5/17/2020,35
5/18/2020,35
5/19/2020,35
5/20/2020,35
5/21/2020,35
5/22/2020,35
5/23/2020,25
5/24/2020,25
5/25/2020,25
5/26/2020,25
5/27/2020,25
5/28/2020,25
5/29/2020,25
5/30/2020,25
5/31/2020,25
6/1/2020,30
6/2/2020,30
6/3/2020,30
6/4/2020,30
6/5/2020,30
6/6/2020,30
6/7/2020,30
6/8/2020,30
6/9/2020,30
6/10/2020,35
6/11/2020,35
6/12/2020,35
6/13/2020,35
6/14/2020,35
6/15/2020,35
6/16/2020,35
6/17/2020,35
6/18/2020,35
6/19/2020,35
6/20/2020,35
6/21/2020,35
6/22/2020,35
6/23/2020,35
6/24/2020,35
6/25/2020,35
6/26/2020,35
6/27/2020,35
6/28/2020,35
6/29/2020,35
6/30/2020,35
7/1/2020,35
7/2/2020,35
7/3/2020,35
7/4/2020,35
7/5/2020,35
7/6/2020,35
7/7/2020,35
7/8/2020,35
7/9/2020,35
7/10/2020,35
7/11/2020,35
7/12/2020,35
7/13/2020,35
7/14/2020,35
7/15/2020,35
7/16/2020,35
7/17/2020,35
7/18/2020,35
7/19/2020,35
7/20/2020,35
7/21/2020,35
7/22/2020,35
7/23/2020,35
7/24/2020,35
7/25/2020,35
7/26/2020,35
7/27/2020,35
7/28/2020,35
7/29/2020,35
7/30/2020,35
7/31/2020,35
8/1/2020,35
8/2/2020,35
8/3/2020,35
8/4/2020,35
8/5/2020,35
8/6/2020,35
8/7/2020,35
8/8/2020,35
8/9/2020,35
8/10/2020,35
8/11/2020,35
8/12/2020,35
8/13/2020,35
8/14/2020,35
8/15/2020,35
8/16/2020,35
8/17/2020,35
8/18/2020,35
8/19/2020,35
8/20/2020,35
8/21/2020,30
8/22/2020,30
8/23/2020,30
8/24/2020,30
8/25/2020,30
8/26/2020,30
8/27/2020,30
8/28/2020,30
8/29/2020,30
8/30/2020,30
8/31/2020,30
9/1/2020,30
9/2/2020,30
9/3/2020,30
9/4/2020,30
9/5/2020,30
9/6/2020,30
9/7/2020,30
9/8/2020,30
9/9/2020,30
9/10/2020,30
9/11/2020,30
9/12/2020,30
9/13/2020,30
9/14/2020,30
9/15/2020,30
9/16/2020,30
9/17/2020,30
9/18/2020,30
9/19/2020,30
9/20/2020,30
9/21/2020,30
9/22/2020,30
9/23/2020,30
9/24/2020,30
9/25/2020,30
9/26/2020,30
9/27/2020,30
9/28/2020,30
9/29/2020,30
9/30/2020,30
10/1/2020,30
10/2/2020,30
10/3/2020,30
10/4/2020,30
10/5/2020,30
10/6/2020,30
10/7/2020,35
10/8/2020,35
10/9/2020,35
10/10/2020,35
10/11/2020,35
10/12/2020,35
10/13/2020,35
10/14/2020,35
10/15/2020,35
10/16/2020,35
10/17/2020,35
10/18/2020,35
10/19/2020,35
10/20/2020,35
10/21/2020,35
10/22/2020,35
10/23/2020,35
10/24/2020,35
10/25/2020,35
10/26/2020,35
10/27/2020,35
10/28/2020,35
10/29/2020,35
10/30/2020,35
10/31/2020,40
11/1/2020,40
11/2/2020,40
11/3/2020,40
11/4/2020,40
11/5/2020,40
11/6/2020,40
11/7/2020,40
11/8/2020,40
11/9/2020,40
11/10/2020,35
11/11/2020,35
11/12/2020,35
11/13/2020,35
11/14/2020,35
11/15/2020,35
11/16/2020,35
11/17/2020,35
11/18/2020,40
11/19/2020,40
11/20/2020,40
11/21/2020,40
11/22/2020,35
11/23/2020,35
11/24/2020,35
11/25/2020,35
11/26/2020,35
11/27/2020,35
11/28/2020,35
11/29/2020,35
11/30/2020,35
12/1/2020,35
12/2/2020,35
12/3/2020,35
12/4/2020,35
12/5/2020,30
12/6/2020,30
12/7/2020,30
12/8/2020,30
12/9/2020,30
12/10/2020,30
12/11/2020,35
12/12/2020,35
12/13/2020,35
12/14/2020,35
12/15/2020,35
12/16/2020,35
12/17/2020,35
12/18/2020,50
12/19/2020,50
12/20/2020,50
12/21/2020,50
12/22/2020,50
12/23/2020,50
12/24/2020,50
12/25/2020,50
12/26/2020,50
12/27/2020,50
12/28/2020,50
12/29/2020,65
12/30/2020,65
12/31/2020,65
1/1/2021,85
1/2/2021,85
1/3/2021,85
1/4/2021,85
1/5/2021,85
1/6/2021,85
1/7/2021,85
1/8/2021,65
1/9/2021,65
1/10/2021,65
1/11/2021,65
1/12/2021,50
1/13/2021,50
1/14/2021,50
1/15/2021,50
1/16/2021,50
1/17/2021,50
1/18/2021,50
1/19/2021,50
1/20/2021,50
1/21/2021,50
1/22/2021,50
1/23/2021,50
1/24/2021,50
1/25/2021,50
1/26/2021,50
1/27/2021,50
1/28/2021,50
1/29/2021,50
1/30/2021,50
1/31/2021,50
2/1/2021,50
2/2/2021,50
2/3/2021,35
2/4/2021,35
2/5/2021,35
2/6/2021,35
2/7/2021,35
2/8/2021,35
2/9/2021,35
2/10/2021,35
2/11/2021,65
2/12/2021,65
2/13/2021,65
2/14/2021,65
2/15/2021,65
2/16/2021,65
2/17/2021,65
2/18/2021,65
2/19/2021,65
2/20/2021,65
2/21/2021,65
2/22/2021,75
2/23/2021,75
2/24/2021,75
2/25/2021,75
2/26/2021,75
2/27/2021,75
2/28/2021,75
3/1/2021,30
3/2/2021,30
3/3/2021,30
3/4/2021,30
3/5/2021,30
3/6/2021,65
3/7/2021,65
3/8/2021,65
3/9/2021,65
3/10/2021,65
3/11/2021,65
3/12/2021,65
3/13/2021,65
3/14/2021,90
3/15/2021,90
3/16/2021,90
3/17/2021,90
3/18/2021,90
3/19/2021,90
3/20/2021,90
3/21/2021,90
3/22/2021,90
3/23/2021,90
3/24/2021,90
3/25/2021,30
3/26/2021,30
3/27/2021,30
3/28/2021,30
3/29/2021,30
3/30/2021,15
3/31/2021,15
4/1/2021,15
4/2/2021,15
4/3/2021,15
4/4/2021,15
4/5/2021,15
4/6/2021,15
4/7/2021,15
4/8/2021,35
4/9/2021,35
4/10/2021,35
4/11/2021,35
4/12/2021,35
4/13/2021,35
4/14/2021,35
4/15/2021,35
4/16/2021,35
4/17/2021,35
4/18/2021,35
4/19/2021,35
4/20/2021,35
4/21/2021,55
4/22/2021,55
4/23/2021,55
4/24/2021,55
4/25/2021,55
4/26/2021,55
4/27/2021,30
4/28/2021,30
4/29/2021,30
4/30/2021,30
5/1/2021,30
5/2/2021,30
5/3/2021,30
5/4/2021,30
5/5/2021,30
5/6/2021,30
5/7/2021,20
5/8/2021,20
5/9/2021,20
5/10/2021,20
5/11/2021,15
5/12/2021,15
5/13/2021,15
5/14/2021,10
5/15/2021,10
5/16/2021,10
5/17/2021,15
5/18/2021,15
5/19/2021,10
5/20/2021,10
5/21/2021,10
5/22/2021,10
5/23/2021,10
5/24/2021,10
5/25/2021,10
5/26/2021,10
5/27/2021,10
5/28/2021,10
5/29/2021,10
5/30/2021,10
5/31/2021,10
6/1/2021,10
6/2/2021,10
6/3/2021,15
6/4/2021,15
6/5/2021,15
6/6/2021,15
6/7/2021,15
6/8/2021,15
6/9/2021,15
6/10/2021,15
6/11/2021,15
6/12/2021,15
6/13/2021,15
6/14/2021,15
6/15/2021,15
6/16/2021,15
6/17/2021,15
6/18/2021,15
6/19/2021,15
6/20/2021,15
6/21/2021,15
6/22/2021,15
6/23/2021,15
6/24/2021,15
6/25/2021,15
6/26/2021,15
6/27/2021,15
6/28/2021,15
6/29/2021,15
6/30/2021,15
7/1/2021,15
7/2/2021,15
7/3/2021,15
7/4/2021,15
7/5/2021,15
7/6/2021,15
7/7/2021,15
7/8/2021,25
7/9/2021,25
7/10/2021,25
7/11/2021,30
7/12/2021,30
7/13/2021,30
7/14/2021,30
7/15/2021,30
7/16/2021,25
7/17/2021,25
7/18/2021,25
7/19/2021,25
7/20/2021,25
7/21/2021,25
7/22/2021,25
7/23/2021,25
7/24/2021,25
7/25/2021,25
7/26/2021,25
7/27/2021,25
7/28/2021,25
7/29/2021,25
7/30/2021,25
7/31/2021,25
8/1/2021,25
8/2/2021,25
8/3/2021,25
8/4/2021,25
8/5/2021,25
8/6/2021,25
8/7/2021,25
8/8/2021,25
8/9/2021,25
8/10/2021,25
8/11/2021,25
8/12/2021,25
8/13/2021,25
8/14/2021,25
8/15/2021,25
8/16/2021,20
8/17/2021,20
8/18/2021,20
8/19/2021,20
8/20/2021,20
8/21/2021,20
8/22/2021,20
8/23/2021,20
8/24/2021,20
8/25/2021,20
8/26/2021,20
8/27/2021,20
8/28/2021,20
8/29/2021,20
8/30/2021,20
8/31/2021,20
9/1/2021,20
9/2/2021,25
9/3/2021,50
9/4/2021,50
9/5/2021,50
9/6/2021,50
9/7/2021,50
9/8/2021,50
9/9/2021,50
9/10/2021,50
9/11/2021,50
9/12/2021,50
9/13/2021,50
9/14/2021,50
9/15/2021,50
9/16/2021,50
9/17/2021,50
9/18/2021,50
9/19/2021,50
9/20/2021,50
9/21/2021,45
9/22/2021,45
9/23/2021,45
9/24/2021,45
9/25/2021,50
9/26/2021,50
9/27/2021,50
9/28/2021,50
9/29/2021,50
9/30/2021,50
10/1/2021,50
10/2/2021,50
10/3/2021,60
10/4/2021,60
10/5/2021,60
10/6/2021,50
10/7/2021,50
10/8/2021,50
10/9/2021,50
10/10/2021,50
10/11/2021,50
10/12/2021,50
10/13/2021,50
10/14/2021,50
10/15/2021,50
10/16/2021,50
10/17/2021,50
10/18/2021,50
10/19/2021,50
10/20/2021,50
10/21/2021,50
10/22/2021,50
10/23/2021,50
10/24/2021,50
10/25/2021,50
10/26/2021,50
10/27/2021,50
10/28/2021,50
10/29/2021,50
10/30/2021,50
10/31/2021,50
11/1/2021,50
11/2/2021,50
11/3/2021,50
11/4/2021,50
11/5/2021,40
11/6/2021,40
11/7/2021,40
11/8/2021,40
11/9/2021,40
11/10/2021,40
11/11/2021,40
11/12/2021,40
11/13/2021,40
11/14/2021,40
11/15/2021,40
11/16/2021,40
11/17/2021,40
11/18/2021,40
11/19/2021,40
11/20/2021,40
11/21/2021,40
11/22/2021,40
11/23/2021,40
11/24/2021,40
11/25/2021,40
11/26/2021,40
11/27/2021,40
11/28/2021,40
11/29/2021,40
11/30/2021,40
12/1/2021,40
12/2/2021,40
12/3/2021,40
12/4/2021,40
12/5/2021,40
12/6/2021,40
12/7/2021,40
12/8/2021,40
12/9/2021,40
12/10/2021,40
12/11/2021,40
12/12/2021,35
12/13/2021,35
12/14/2021,35
12/15/2021,40
12/16/2021,40
12/17/2021,35
12/18/2021,40
12/19/2021,40
12/20/2021,40
12/21/2021,35
12/22/2021,35
12/23/2021,35
12/24/2021,35
12/25/2021,45
12/26/2021,45
12/27/2021,45
12/28/2021,45
12/29/2021,45
12/30/2021,45
12/31/2021,45
1/1/2022,45
1/2/2022,45
1/3/2022,50
1/4/2022,50
1/5/2022,50
1/6/2022,50
1/7/2022,50
1/8/2022,50
1/9/2022,50
1/10/2022,50
1/11/2022,50
1/12/2022,50
1/13/2022,50
1/14/2022,50
1/15/2022,50
1/16/2022,50
1/17/2022,50
1/18/2022,50
1/19/2022,50
1/20/2022,60
1/21/2022,60
1/22/2022,60
1/23/2022,60
1/24/2022,60
1/25/2022,60
1/26/2022,60
1/27/2022,45
1/28/2022,45
1/29/2022,45
1/30/2022,40
1/31/2022,40
2/1/2022,40
2/2/2022,40
2/3/2022,40
2/4/2022,60
2/5/2022,60
2/6/2022,60
2/7/2022,60
2/8/2022,60
2/9/2022,60
2/10/2022,45
2/11/2022,45
2/12/2022,50
2/13/2022,50
2/14/2022,50
2/15/2022,50
2/16/2022,65
2/17/2022,65
2/18/2022,60
2/19/2022,60
2/20/2022,60
2/21/2022,60
2/22/2022,60
2/23/2022,60
2/24/2022,60
2/25/2022,65
2/26/2022,65
2/27/2022,65
2/28/2022,65
3/1/2022,65
3/2/2022,65
3/3/2022,65
3/4/2022,65
3/5/2022,65
3/6/2022,65
3/7/2022,70
3/8/2022,70
3/9/2022,70
3/10/2022,65
3/11/2022,70
3/12/2022,70
3/13/2022,70
3/14/2022,70
3/15/2022,50
3/16/2022,50
3/17/2022,80
3/18/2022,75
3/19/2022,75
3/20/2022,75
3/21/2022,75
3/22/2022,75
3/23/2022,75
3/24/2022,75
3/25/2022,80
3/26/2022,80
3/27/2022,80
3/28/2022,80
3/29/2022,80
3/30/2022,80
3/31/2022,80
4/1/2022,80
4/2/2022,50
4/3/2022,50
4/4/2022,50
4/5/2022,50
4/6/2022,50
4/7/2022,50
4/8/2022,50
4/9/2022,50
4/10/2022,50
4/11/2022,50
4/12/2022,50
4/13/2022,50
4/14/2022,50
4/15/2022,50
4/16/2022,50
4/17/2022,50
4/18/2022,50
4/19/2022,50
4/20/2022,50
4/21/2022,50
4/22/2022,50
4/23/2022,50
4/24/2022,50
4/25/2022,50
4/26/2022,50
4/27/2022,50
4/28/2022,50
4/29/2022,50
4/30/2022,50
