Date,Price
12/7/2020,60
12/8/2020,60
12/9/2020,60
12/10/2020,60
12/11/2020,75
12/12/2020,75
12/13/2020,75
12/14/2020,75
12/15/2020,75
12/16/2020,75
12/17/2020,75
12/18/2020,80
12/19/2020,80
12/20/2020,80
12/21/2020,80
12/22/2020,80
12/23/2020,80
12/24/2020,80
12/25/2020,80
12/26/2020,80
12/27/2020,80
12/28/2020,80
12/29/2020,110
12/30/2020,110
12/31/2020,110
1/1/2021,90
1/2/2021,90
1/3/2021,90
1/4/2021,90
1/5/2021,90
1/6/2021,90
1/7/2021,90
1/8/2021,90
1/9/2021,90
1/10/2021,90
1/11/2021,90
1/12/2021,75
1/13/2021,75
1/14/2021,75
1/15/2021,75
1/16/2021,75
1/17/2021,75
1/18/2021,90
1/19/2021,90
1/20/2021,90
1/21/2021,90
1/22/2021,90
1/23/2021,90
1/24/2021,90
1/25/2021,90
1/26/2021,90
1/27/2021,90
1/28/2021,65
1/29/2021,65
1/30/2021,65
1/31/2021,65
2/1/2021,65
2/2/2021,65
2/3/2021,70
2/4/2021,70
2/5/2021,70
2/6/2021,70
2/7/2021,70
2/8/2021,70
2/9/2021,70
2/10/2021,70
2/11/2021,75
2/12/2021,75
2/13/2021,75
2/14/2021,75
2/15/2021,75
2/16/2021,75
2/17/2021,75
2/18/2021,75
2/19/2021,75
2/20/2021,75
2/21/2021,75
2/22/2021,90
2/23/2021,90
2/24/2021,90
2/25/2021,90
2/26/2021,90
2/27/2021,90
2/28/2021,90
3/1/2021,75
3/2/2021,75
3/3/2021,75
3/4/2021,75
3/5/2021,75
3/6/2021,75
3/7/2021,75
3/8/2021,75
3/9/2021,75
3/10/2021,75
3/11/2021,75
3/12/2021,75
3/13/2021,75
3/14/2021,110
3/15/2021,110
3/16/2021,110
3/17/2021,110
3/18/2021,110
3/19/2021,110
3/20/2021,110
3/21/2021,110
3/22/2021,110
3/23/2021,110
3/24/2021,110
3/25/2021,60
3/26/2021,60
3/27/2021,60
3/28/2021,60
3/29/2021,60
3/30/2021,30
3/31/2021,30
4/1/2021,30
4/2/2021,30
4/3/2021,30
4/4/2021,30
4/5/2021,30
4/6/2021,30
4/7/2021,30
4/8/2021,55
4/9/2021,55
4/10/2021,55
4/11/2021,55
4/12/2021,55
4/13/2021,55
4/14/2021,55
4/15/2021,55
4/16/2021,55
4/17/2021,55
4/18/2021,55
4/19/2021,55
4/20/2021,55
4/21/2021,50
4/22/2021,50
4/23/2021,50
4/24/2021,50
4/25/2021,50
4/26/2021,50
4/27/2021,50
4/28/2021,50
4/29/2021,50
4/30/2021,50
5/1/2021,50
5/2/2021,50
5/3/2021,50
5/4/2021,50
5/5/2021,50
5/6/2021,50
5/7/2021,30
5/8/2021,30
5/9/2021,30
5/10/2021,30
5/11/2021,30
5/12/2021,30
5/13/2021,30
5/14/2021,25
5/15/2021,25
5/16/2021,25
5/17/2021,35
5/18/2021,35
5/19/2021,25
5/20/2021,25
5/21/2021,25
5/22/2021,25
5/23/2021,25
5/24/2021,25
5/25/2021,25
5/26/2021,25
5/27/2021,25
5/28/2021,25
5/29/2021,25
5/30/2021,25
5/31/2021,25
6/1/2021,25
6/2/2021,25
6/3/2021,30
6/4/2021,30
6/5/2021,30
6/6/2021,30
6/7/2021,30
6/8/2021,30
6/9/2021,30
6/10/2021,30
6/11/2021,30
6/12/2021,30
6/13/2021,30
6/14/2021,45
6/15/2021,45
6/16/2021,45
6/17/2021,45
6/18/2021,45
6/19/2021,45
6/20/2021,45
6/21/2021,45
6/22/2021,45
6/23/2021,45
6/24/2021,30
6/25/2021,30
6/26/2021,30
6/27/2021,30
6/28/2021,30
6/29/2021,30
6/30/2021,30
7/1/2021,30
7/2/2021,30
7/3/2021,30
7/4/2021,30
7/5/2021,30
7/6/2021,30
7/7/2021,30
7/8/2021,50
7/9/2021,50
7/10/2021,50
7/11/2021,50
7/12/2021,50
7/13/2021,50
7/14/2021,50
7/15/2021,50
7/16/2021,50
7/17/2021,50
7/18/2021,50
7/19/2021,50
7/20/2021,50
7/21/2021,50
7/22/2021,50
7/23/2021,50
7/24/2021,50
7/25/2021,50
7/26/2021,50
7/27/2021,50
7/28/2021,50
7/29/2021,50
7/30/2021,50
7/31/2021,50
8/1/2021,50
8/2/2021,50
8/3/2021,50
8/4/2021,50
8/5/2021,50
8/6/2021,50
8/7/2021,50
8/8/2021,50
8/9/2021,45
8/10/2021,45
8/11/2021,45
8/12/2021,45
8/13/2021,45
8/14/2021,45
8/15/2021,45
8/16/2021,35
8/17/2021,35
8/18/2021,35
8/19/2021,40
8/20/2021,40
8/21/2021,40
8/22/2021,40
8/23/2021,40
8/24/2021,40
8/25/2021,40
8/26/2021,45
8/27/2021,45
8/28/2021,45
8/29/2021,45
8/30/2021,45
8/31/2021,45
9/1/2021,45
9/2/2021,45
9/3/2021,70
9/4/2021,70
9/5/2021,70
9/6/2021,70
9/7/2021,70
9/8/2021,70
9/9/2021,70
9/10/2021,70
9/11/2021,70
9/12/2021,70
9/13/2021,70
9/14/2021,70
9/15/2021,70
9/16/2021,70
9/17/2021,90
9/18/2021,90
9/19/2021,90
9/20/2021,90
9/21/2021,80
9/22/2021,80
9/23/2021,80
9/24/2021,80
9/25/2021,90
9/26/2021,90
9/27/2021,90
9/28/2021,80
9/29/2021,80
9/30/2021,80
10/1/2021,80
10/2/2021,100
10/3/2021,100
10/4/2021,100
10/5/2021,100
10/6/2021,90
10/7/2021,90
10/8/2021,90
10/9/2021,90
10/10/2021,90
10/11/2021,90
10/12/2021,90
10/13/2021,90
10/14/2021,90
10/15/2021,90
10/16/2021,90
10/17/2021,80
10/18/2021,80
10/19/2021,80
10/20/2021,90
10/21/2021,90
10/22/2021,90
10/23/2021,90
10/24/2021,90
10/25/2021,80
10/26/2021,80
10/27/2021,80
10/28/2021,80
10/29/2021,80
10/30/2021,80
10/31/2021,80
11/1/2021,80
11/2/2021,80
11/3/2021,70
11/4/2021,70
11/5/2021,55
11/6/2021,55
11/7/2021,55
11/8/2021,55
11/9/2021,55
11/10/2021,60
11/11/2021,60
11/12/2021,60
11/13/2021,60
11/14/2021,60
11/15/2021,60
11/16/2021,60
11/17/2021,55
11/18/2021,55
11/19/2021,55
11/20/2021,50
11/21/2021,50
11/22/2021,60
11/23/2021,60
11/24/2021,60
11/25/2021,60
11/26/2021,60
11/27/2021,60
11/28/2021,60
11/29/2021,60
11/30/2021,60
12/1/2021,60
12/2/2021,65
12/3/2021,65
12/4/2021,65
12/5/2021,65
12/6/2021,80
12/7/2021,80
12/8/2021,80
12/9/2021,80
12/10/2021,80
12/11/2021,80
12/12/2021,85
12/13/2021,85
12/14/2021,85
12/15/2021,80
12/16/2021,80
12/17/2021,85
12/18/2021,80
12/19/2021,80
12/20/2021,80
12/21/2021,80
12/22/2021,80
12/23/2021,80
12/24/2021,80
12/25/2021,80
12/26/2021,80
12/27/2021,80
12/28/2021,80
12/29/2021,80
12/30/2021,80
12/31/2021,80
1/1/2022,80
1/2/2022,80
1/3/2022,90
1/4/2022,90
1/5/2022,90
1/6/2022,90
1/7/2022,90
1/8/2022,90
1/9/2022,100
1/10/2022,100
1/11/2022,90
1/12/2022,100
1/13/2022,100
1/14/2022,100
1/15/2022,100
1/16/2022,100
1/17/2022,100
1/18/2022,100
1/19/2022,100
1/20/2022,100
1/21/2022,100
1/22/2022,100
1/23/2022,100
1/24/2022,100
1/25/2022,100
1/26/2022,100
1/27/2022,85
1/28/2022,85
1/29/2022,85
1/30/2022,80
1/31/2022,80
2/1/2022,80
2/2/2022,80
2/3/2022,80
2/4/2022,100
2/5/2022,100
2/6/2022,100
2/7/2022,85
2/8/2022,85
2/9/2022,85
2/10/2022,85
2/11/2022,85
2/12/2022,85
2/13/2022,85
2/14/2022,85
2/15/2022,85
2/16/2022,105
2/17/2022,105
2/18/2022,105
2/19/2022,105
2/20/2022,110
2/21/2022,110
2/22/2022,110
2/23/2022,110
2/24/2022,110
2/25/2022,110
2/26/2022,110
2/27/2022,110
2/28/2022,110
3/1/2022,110
3/2/2022,110
3/3/2022,110
3/4/2022,110
3/5/2022,110
3/6/2022,110
3/7/2022,105
3/8/2022,105
3/9/2022,105
3/10/2022,110
3/11/2022,125
3/12/2022,130
3/13/2022,130
3/14/2022,130
3/15/2022,150
3/16/2022,150
3/17/2022,130
3/18/2022,130
3/19/2022,130
3/20/2022,130
3/21/2022,130
3/22/2022,130
3/23/2022,130
3/24/2022,130
3/25/2022,150
3/26/2022,150
3/27/2022,150
3/28/2022,150
3/29/2022,150
3/30/2022,150
3/31/2022,150
4/1/2022,150
4/2/2022,100
4/3/2022,100
4/4/2022,100
4/5/2022,100
4/6/2022,100
4/7/2022,100
4/8/2022,100
4/9/2022,80
4/10/2022,80
4/11/2022,80
4/12/2022,80
4/13/2022,80
4/14/2022,80
4/15/2022,80
4/16/2022,80
4/17/2022,80
4/18/2022,80
4/19/2022,80
4/20/2022,80
4/21/2022,80
4/22/2022,80
4/23/2022,80
4/24/2022,80
4/25/2022,80
4/26/2022,80
4/27/2022,80
4/28/2022,80
4/29/2022,80
4/30/2022,80
